"Date","Price","Open","High","Low","Vol.","Change %"
"10/28/2003","9,748.31","9,609.72","9,749.94","9,609.72","232.95M","1.46%"
"10/27/2003","9,608.16","9,584.54","9,663.79","9,584.54","193.71M","0.27%"
"10/24/2003","9,582.46","9,600.98","9,600.98","9,497.72","297.43M","-0.32%"
"10/23/2003","9,613.13","9,597.20","9,622.16","9,551.73","198.25M","0.16%"
"10/22/2003","9,598.24","9,741.98","9,742.05","9,580.24","226.89M","-1.53%"
"10/21/2003","9,747.64","9,778.31","9,784.31","9,736.68","207.69M","-0.31%"
"10/20/2003","9,777.94","9,721.50","9,777.94","9,705.57","173.84M","0.58%"
"10/17/2003","9,721.79","9,791.86","9,815.79","9,701.72","191.12M","-0.71%"
"10/16/2003","9,791.72","9,798.68","9,823.42","9,730.38","209.30M","-0.12%"
"10/15/2003","9,803.05","9,824.09","9,850.01","9,764.46","245.14M","-0.10%"
"10/14/2003","9,812.98","9,763.27","9,812.98","9,732.31","182.21M","0.50%"
"10/13/2003","9,764.38","9,675.72","9,783.49","9,675.57","166.22M","0.93%"
"10/10/2003","9,674.68","9,682.90","9,712.24","9,656.53","181.51M","-0.06%"
"10/09/2003","9,680.01","9,633.35","9,768.69","9,633.20","254.74M","0.51%"
"10/08/2003","9,630.90","9,653.33","9,672.02","9,595.28","183.62M","-0.25%"
"10/07/2003","9,654.61","9,593.28","9,654.61","9,536.02","196.53M","0.62%"
"10/06/2003","9,594.98","9,572.39","9,624.91","9,562.53","130.43M","0.24%"
"10/03/2003","9,572.31","9,492.54","9,666.53","9,492.54","248.43M","0.89%"
"10/02/2003","9,487.80","9,464.76","9,511.06","9,427.65","173.82M","0.20%"
"10/01/2003","9,469.20","9,276.80","9,472.76","9,276.80","237.11M","2.09%"
"09/30/2003","9,275.06","9,378.10","9,378.10","9,230.47","233.10M","-1.12%"
"09/29/2003","9,380.24","9,314.42","9,395.32","9,293.22","204.81M","0.72%"
"09/26/2003","9,313.08","9,342.43","9,358.28","9,303.82","227.35M","-0.33%"
"09/25/2003","9,343.96","9,425.58","9,458.49","9,342.98","223.45M","-0.87%"
"09/24/2003","9,425.51","9,575.97","9,592.67","9,423.54","233.67M","-1.57%"
"09/23/2003","9,576.04","9,535.76","9,583.48","9,511.41","186.46M","0.43%"
