Date,GAS,Vol.GAS,PETROLIO,RAME,Vol.RAME,ORO,Vol.ORO,NASDAQ,Vol.NASDAQ,S&P500,DJI,Vol.DJI,USDCHF,USDJPY,USDEUR,USDGBP,3 Mo,6 Mo,1 Yr,2 Yr,3 Yr,5 Yr,7 Yr,10 Yr,30 Yr,VIX,DollarIndex,Vol.DollarIndex,CPI_MoM,CPI_YoY,ChangeInPrivateInventories,DurableGoods,Equipment,Exports,ExportsGoods,ExportsServices,Federal,FixedInvestment,GDP,Goods,GovernmentConsumptionExpendituresAndGrossInvestment,GrossPrivateDomesticInvestment,Imports,ImportsGoods,ImportsServices,IntellectualPropertyProducts,NationalDefense,NetExportsOfGoodsAndServices,NonDefense,NondurableGoods,NonResidentials,PersonalConsumptionExpenditures,Residential,Services,StateAndLocal,Structures,UR,CCI
1991-01-02,1.832,400.0,26.49,1.193,11020.0,392.6,0.0,372.200012,92020000.0,326.4,2610.64,25270.0,1.2615,134.32,0.7166,0.5159,6.66,6.73,6.74,7.08,7.3,7.59,7.9,7.97,8.14,26.62,83.56,2350.0,0.4,5.6,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.4,97.90855
1991-01-03,1.782,380.0,25.48,1.163,6910.0,390.3,30.0,367.5,108390000.0,321.9,2573.51,17280.0,1.2655,133.0,0.7164,0.5134,6.64,6.71,6.72,7.08,7.27,7.56,7.86,7.93,8.11,27.93,83.55,1290.0,0.4,5.6,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.4,97.90855
1991-01-04,1.743,160.0,24.9,1.159,3230.0,388.6,30.0,367.200012,103830000.0,321.0,2566.09,20790.0,1.2744,134.75,0.7218,0.5163,6.73,6.82,6.83,7.17,7.37,7.65,7.94,8.02,8.2,27.19,84.19,1550.0,0.4,5.6,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.4,97.90855
1991-01-07,1.785,190.0,27.65,1.168,5440.0,397.6,0.0,360.200012,109460000.0,315.4,2522.77,16980.0,1.2923,136.16,0.7341,0.5249,6.71,6.84,6.84,7.2,7.43,7.75,8.04,8.13,8.32,28.95,85.53,2020.0,0.4,5.6,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.4,97.90855
1991-01-08,1.786,160.0,27.17,1.145,6670.0,393.7,0.0,359.0,111730000.0,314.9,2509.41,19490.0,1.297,136.48,0.7348,0.5248,6.64,6.74,6.75,7.15,7.39,7.74,8.06,8.16,8.37,30.38,85.79,2450.0,0.4,5.6,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.4,97.90855
1991-01-09,1.728,710.0,27.26,1.1345,6390.0,394.4,120.0,357.5,145780000.0,311.5,2470.3,25230.0,1.2915,136.76,0.7276,0.52,6.44,6.61,6.68,7.1,7.46,7.81,8.12,8.25,8.46,33.3,85.62,3650.0,0.4,5.6,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.4,97.90855
1991-01-10,1.698,380.0,27.71,1.131,4560.0,393.5,0.0,361.899994,110140000.0,314.5,2498.76,14630.0,1.2828,134.4,0.7342,0.5245,6.4,6.57,6.64,7.14,7.39,7.76,8.02,8.16,8.37,31.33,85.09,1100.0,0.4,5.6,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.4,97.90855
1991-01-11,1.695,380.0,27.29,1.1285,4890.0,394.7,10.0,361.799988,107650000.0,315.2,2501.49,13250.0,1.279,133.95,0.7341,0.5245,6.34,6.55,6.62,7.14,7.4,7.79,8.06,8.2,8.39,32.63,85.03,1220.0,0.4,5.6,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.4,97.90855
1991-01-14,1.728,300.0,30.78,1.106,4710.0,403.0,30.0,355.799988,101810000.0,312.5,2483.91,16290.0,1.2825,135.12,0.7397,0.5247,6.24,6.47,6.6,7.18,7.44,7.82,8.09,8.23,8.41,36.2,85.7,4440.0,0.4,5.6,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.4,97.90855
1991-01-15,1.72,190.0,30.07,1.077,7780.0,401.6,10.0,357.299988,102570000.0,313.7,2490.59,11710.0,1.2852,135.75,0.7395,0.5248,6.23,6.44,6.6,7.16,7.43,7.79,8.07,8.22,8.41,36.16,85.54,1420.0,0.4,5.6,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.4,97.90855
1991-01-16,1.719,140.0,32.0,1.0585,9800.0,405.9,90.0,365.200012,122160000.0,316.2,2508.91,14550.0,1.289,136.8,0.7408,0.5253,6.22,6.46,6.61,7.21,7.47,7.83,8.09,8.24,8.4,33.2,85.78,1540.0,0.4,5.6,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.4,97.90855
1991-01-17,1.621,380.0,21.44,1.0925,10950.0,375.8,150.0,375.799988,212350000.0,328.0,2623.51,42660.0,1.2692,132.4,0.7279,0.5206,6.3,6.56,6.66,7.19,7.42,7.71,7.93,8.05,8.18,27.45,83.88,6510.0,0.4,5.6,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.4,97.90855
1991-01-18,1.567,550.0,19.25,1.0825,5270.0,376.5,20.0,377.0,138660000.0,332.2,2646.78,45630.0,1.2555,132.35,0.7226,0.5165,6.24,6.51,6.61,7.14,7.38,7.68,7.92,8.03,8.17,25.39,83.31,3960.0,0.4,5.6,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.4,97.90855
1991-01-21,1.57,290.0,21.3,1.084,2630.0,380.9,0.0,379.700012,96960000.0,331.1,2629.21,15670.0,1.251,132.45,0.7158,0.5116,6.24,6.51,6.61,7.14,7.38,7.68,7.92,8.03,8.17,24.33,82.91,1740.0,0.4,5.6,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.4,97.90855
1991-01-22,1.538,490.0,24.18,1.0595,5230.0,381.5,0.0,379.0,131180000.0,328.3,2603.22,16850.0,1.26,132.5,0.7179,0.514,6.24,6.48,6.59,7.13,7.37,7.7,7.94,8.07,8.23,24.9,83.45,3190.0,0.4,5.6,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.4,97.90855
1991-01-23,1.385,490.0,22.04,1.049,3640.0,380.2,40.0,383.899994,133840000.0,330.2,2619.06,18850.0,1.2505,131.87,0.7163,0.5132,6.32,6.49,6.59,7.08,7.36,7.67,7.91,8.04,8.21,23.92,82.79,2110.0,0.4,5.6,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.4,97.90855
1991-01-24,1.382,640.0,21.71,1.031,9000.0,374.8,30.0,391.299988,176560000.0,334.8,2643.07,23640.0,1.258,132.39,0.71,0.5085,6.31,6.47,6.54,7.04,7.32,7.61,7.88,8.0,8.18,22.86,82.96,2730.0,0.4,5.6,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.4,97.90855
1991-01-25,1.399,340.0,21.35,1.042,9000.0,377.4,10.0,394.299988,158790000.0,336.1,2659.41,23270.0,1.2625,132.5,0.7137,0.5103,6.35,6.52,6.61,7.1,7.36,7.67,7.93,8.06,8.24,22.2,83.27,2990.0,0.4,5.6,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.4,97.90855
1991-01-28,1.381,120.0,20.96,1.055,3840.0,378.4,50.0,396.799988,128500000.0,336.0,2654.46,17060.0,1.2617,131.66,0.7129,0.5086,6.44,6.55,6.64,7.12,7.38,7.67,7.93,8.06,8.23,23.05,82.94,520.0,0.4,5.6,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.4,97.90855
1991-01-29,1.385,130.0,21.85,1.0535,4280.0,377.7,10.0,400.600006,152060000.0,335.8,2662.62,21690.0,1.2675,132.12,0.7111,0.507,6.41,6.55,6.59,7.1,7.35,7.64,7.9,8.03,8.2,23.17,83.27,4830.0,0.4,5.6,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.4,97.90855
1991-01-30,1.38,160.0,20.97,1.057,30.0,371.5,36270.0,408.5,202660000.0,340.9,2713.12,28940.0,1.2625,131.14,0.7171,0.5124,6.39,6.53,6.56,7.07,7.34,7.64,7.9,8.05,8.23,21.37,82.97,1790.0,0.4,5.6,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.4,97.90855
1991-01-31,1.38,40.0,21.54,1.055,30.0,368.5,27150.0,414.200012,177260000.0,343.9,2736.39,25270.0,1.2577,131.25,0.7108,0.5105,6.37,6.49,6.51,7.05,7.3,7.62,7.89,8.03,8.21,20.91,82.31,3050.0,0.4,5.6,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.4,97.90855
1991-02-01,1.38,20.0,21.34,1.0575,10.0,368.7,33130.0,417.700012,168220000.0,343.1,2730.69,31430.0,1.2513,131.6,0.7037,0.5053,6.17,6.24,6.27,6.83,7.1,7.45,7.75,7.91,8.09,21.04,82.05,3260.0,0.1,5.3,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.6,98.55275
1991-02-04,1.368,100.0,21.14,1.051,10.0,371.6,15040.0,424.799988,185940000.0,348.3,2772.28,27240.0,1.2505,130.63,0.7026,0.5056,6.15,6.23,6.24,6.82,7.07,7.43,7.72,7.88,8.05,21.86,81.8,1340.0,0.1,5.3,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.6,98.55275
1991-02-05,1.37,140.0,20.66,1.0595,90.0,368.9,15040.0,432.200012,208510000.0,351.3,2788.37,31960.0,1.2435,129.58,0.7006,0.5039,6.15,6.2,6.23,6.8,6.98,7.4,7.68,7.85,8.02,21.46,81.37,1070.0,0.1,5.3,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.6,98.55275
1991-02-06,1.371,200.0,21.49,1.0655,0.0,365.2,40340.0,439.200012,219590000.0,358.1,2830.94,32930.0,1.2325,128.16,0.6964,0.5005,6.08,6.14,6.22,6.82,6.99,7.4,7.68,7.79,8.02,22.68,80.84,1880.0,0.1,5.3,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.6,98.55275
1991-02-07,1.38,270.0,21.22,1.061,10.0,370.0,31880.0,435.0,245600000.0,356.5,2810.64,35250.0,1.243,128.46,0.6958,0.5006,6.11,6.15,6.23,6.8,7.0,7.42,7.7,7.82,8.01,23.6,81.22,1660.0,0.1,5.3,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.6,98.55275
1991-02-08,1.365,310.0,21.92,1.08,0.0,372.4,23480.0,436.799988,168190000.0,359.4,2830.69,22410.0,1.243,127.75,0.6987,0.5033,6.09,6.15,6.21,6.8,6.99,7.4,7.66,7.77,7.95,23.38,81.26,510.0,0.1,5.3,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.6,98.55275
1991-02-11,1.353,180.0,22.47,1.083,90.0,369.1,17980.0,444.100006,184840000.0,368.6,2902.23,32080.0,1.237,127.72,0.6956,0.5014,6.05,6.13,6.18,6.78,6.95,7.39,7.65,7.78,7.97,22.56,80.78,960.0,0.1,5.3,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.6,98.55275
1991-02-12,1.348,160.0,22.93,1.084,90.0,370.3,28720.0,444.0,200740000.0,365.5,2874.75,36030.0,1.247,128.66,0.6964,0.5018,6.02,6.13,6.18,6.78,6.97,7.39,7.66,7.78,7.96,22.26,81.05,890.0,0.1,5.3,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.6,98.55275
1991-02-13,1.35,310.0,22.56,1.093,10.0,369.5,16790.0,448.0,176580000.0,369.0,2909.16,27980.0,1.2529,129.6,0.6979,0.5011,6.03,6.13,6.21,6.78,6.98,7.39,7.66,7.78,7.97,20.86,81.7,1470.0,0.1,5.3,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.6,98.55275
1991-02-14,1.367,550.0,22.32,1.078,10.0,370.2,17840.0,444.299988,191670000.0,364.2,2877.23,29190.0,1.2565,129.73,0.7012,0.5039,6.02,6.1,6.19,6.77,6.98,7.38,7.67,7.8,7.99,21.48,81.73,3790.0,0.1,5.3,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.6,98.55275
1991-02-15,1.385,510.0,20.88,1.09,10.0,366.1,20740.0,448.700012,155030000.0,369.1,2934.65,40530.0,1.2692,130.5,0.7073,0.5072,6.08,6.16,6.24,6.82,7.02,7.41,7.67,7.78,7.97,19.57,82.28,2460.0,0.1,5.3,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.6,98.55275
1991-02-18,1.385,510.0,20.88,1.09,10.0,366.1,20740.0,448.700012,155030000.0,369.1,2934.65,40530.0,1.271,130.3,0.7107,0.5101,6.08,6.16,6.24,6.82,7.02,7.41,7.67,7.78,7.97,19.57,82.28,2460.0,0.1,5.3,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.6,98.55275
1991-02-19,1.395,510.0,20.07,1.082,20.0,366.1,25340.0,450.299988,132890000.0,369.4,2932.18,27020.0,1.2784,131.64,0.7125,0.5112,6.13,6.2,6.3,6.87,7.07,7.46,7.7,7.8,7.99,19.84,82.98,1480.0,0.1,5.3,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.6,98.55275
1991-02-20,1.355,390.0,20.48,1.078,10.0,366.1,18080.0,446.0,142240000.0,365.1,2899.01,19570.0,1.2787,131.44,0.7163,0.5132,6.11,6.19,6.28,6.87,7.08,7.49,7.73,7.84,8.02,22.26,82.99,1130.0,0.1,5.3,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.6,98.55275
1991-02-21,1.334,460.0,18.5,1.093,60.0,364.1,23130.0,446.399994,142810000.0,365.0,2891.83,20890.0,1.275,131.28,0.7133,0.5107,6.09,6.17,6.29,6.9,7.13,7.51,7.77,7.88,8.04,20.78,82.67,980.0,0.1,5.3,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.6,98.55275
1991-02-22,1.345,590.0,17.91,1.087,10.0,358.3,35950.0,449.0,177010000.0,365.6,2889.36,25360.0,1.2923,132.16,0.7164,0.5122,6.12,6.23,6.33,6.98,7.21,7.57,7.82,7.91,8.07,21.01,83.52,2670.0,0.1,5.3,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.6,98.55275
1991-02-25,1.351,140.0,17.94,1.116,10.0,360.8,16480.0,451.100006,149260000.0,367.3,2887.87,23810.0,1.3013,133.59,0.728,0.5193,6.16,6.25,6.33,6.99,7.2,7.57,7.79,7.91,8.05,22.86,84.21,1710.0,0.1,5.3,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.6,98.55275
1991-02-26,1.355,90.0,18.37,1.107,150.0,360.2,20850.0,447.700012,130460000.0,362.8,2864.6,19810.0,1.3075,132.88,0.7298,0.5221,6.22,6.3,6.37,7.0,7.24,7.62,7.85,7.96,8.14,20.38,84.17,3790.0,0.1,5.3,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.6,98.55275
1991-02-27,1.356,20.0,18.86,1.1045,4730.0,364.9,20850.0,450.799988,161920000.0,367.7,2889.11,28850.0,1.316,132.25,0.728,0.5218,6.21,6.28,6.36,7.02,7.25,7.64,7.87,7.98,8.15,21.26,84.13,1030.0,0.1,5.3,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.6,98.55275
1991-02-28,1.373,90.0,19.16,1.115,5890.0,370.7,60.0,453.100006,171460000.0,367.1,2882.18,26300.0,1.3245,133.03,0.7294,0.5226,6.22,6.32,6.41,7.04,7.26,7.66,7.89,8.02,8.19,21.23,84.35,2560.0,0.1,5.3,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.6,98.55275
1991-03-01,1.361,30.0,19.38,1.109,4660.0,370.3,270.0,456.700012,160530000.0,370.5,2909.9,27250.0,1.3353,134.65,0.734,0.5258,6.27,6.38,6.52,7.18,7.41,7.78,8.0,8.12,8.28,21.23,85.01,2830.0,0.0,4.8,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.8,99.28737
1991-03-04,1.355,20.0,20.25,1.0995,4400.0,371.2,270.0,461.100006,149790000.0,369.3,2914.11,21450.0,1.3355,135.47,0.7347,0.5269,6.24,6.36,6.51,7.16,7.4,7.77,8.01,8.12,8.29,20.86,84.81,2730.0,0.0,4.8,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.8,99.28737
1991-03-05,1.355,60.0,20.43,1.0975,2940.0,368.0,10.0,473.100006,224880000.0,376.7,2972.52,28370.0,1.3442,136.3,0.732,0.5249,6.25,6.32,6.48,7.13,7.35,7.73,7.98,8.08,8.25,20.45,85.33,3340.0,0.0,4.8,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.8,99.28737
1991-03-06,1.356,460.0,19.73,1.097,3380.0,369.2,20.0,473.799988,283080000.0,376.2,2973.27,31280.0,1.339,135.68,0.7401,0.5305,6.28,6.35,6.5,7.15,7.38,7.77,8.01,8.11,8.29,20.55,85.09,4100.0,0.0,4.8,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.8,99.28737
1991-03-07,1.363,160.0,19.42,1.096,1720.0,370.2,0.0,475.73999,191890000.0,375.9,2963.37,21290.0,1.348,135.41,0.7394,0.5294,6.27,6.36,6.5,7.12,7.34,7.73,7.97,8.07,8.23,21.05,85.39,870.0,0.0,4.8,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.8,99.28737
1991-03-08,1.359,50.0,19.31,1.0985,3180.0,372.8,10.0,475.109985,187910000.0,374.9,2955.2,24330.0,1.369,136.74,0.7479,0.534,6.16,6.25,6.41,7.08,7.35,7.77,8.01,8.13,8.3,20.81,86.42,1490.0,0.0,4.8,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.8,99.28737
1991-03-11,1.362,10.0,18.99,1.075,7350.0,367.8,0.0,467.149994,161250000.0,373.0,2939.36,16530.0,1.3715,138.25,0.7539,0.5386,6.08,6.21,6.37,7.05,7.3,7.71,7.94,8.06,8.23,20.88,87.03,3410.0,0.0,4.8,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.8,99.28737
1991-03-12,1.375,300.0,19.68,1.0825,2980.0,367.7,10.0,461.399994,162510000.0,370.0,2922.52,18300.0,1.3603,135.81,0.752,0.5379,6.05,6.19,6.38,7.07,7.33,7.74,7.98,8.09,8.26,18.82,86.5,810.0,0.0,4.8,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.8,99.28737
1991-03-13,1.395,650.0,20.45,1.077,3130.0,369.7,10.0,468.179993,162950000.0,374.6,2955.2,19020.0,1.3645,135.75,0.7553,0.5394,6.02,6.12,6.3,7.0,7.23,7.67,7.91,8.02,8.2,16.09,86.3,170.0,0.0,4.8,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.8,99.28737
1991-03-14,1.381,520.0,20.27,1.073,4900.0,367.8,0.0,467.790009,199410000.0,373.5,2952.23,25000.0,1.3715,136.0,0.7552,0.5389,5.94,6.04,6.26,6.95,7.19,7.64,7.9,8.02,8.2,14.94,86.66,230.0,0.0,4.8,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.8,99.28737
1991-03-15,1.385,210.0,20.01,1.071,3470.0,367.3,20.0,466.290009,157720000.0,373.6,2948.27,38380.0,1.3927,137.87,0.7641,0.5454,5.98,6.1,6.3,7.01,7.26,7.73,7.98,8.1,8.3,14.9,87.94,240.0,0.0,4.8,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.8,99.28737
1991-03-18,1.386,300.0,19.76,1.0605,5370.0,365.1,10.0,466.269989,138290000.0,372.1,2929.95,17040.0,1.4065,137.97,0.7803,0.5585,6.03,6.13,6.36,7.09,7.35,7.79,8.04,8.15,8.34,15.79,88.88,70.0,0.0,4.8,3.626,23.547,17.334,16.917,14.576,2.341,25.35,43.576,265.742,105.093,40.875,47.202,9.624,7.34,2.284,2.064,20.685,7.293,4.666,81.546,28.231,170.372,15.345,65.279,15.525,8.833,6.8,99.28737
